htid,title,org
njp.32101059428571,Diesel motor ,Industrial Workers of the World 
mdp.39015073787601,SCLC the Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073789839,S.C.L.C. West the national publication of Southern Christian Leadership Conference--West ,Southern Christian Leadership Conference West. 
nnc1.2004108868,Tenement home work and a new bill initiated by the Women's City Club and the City Club of New York ,Women's City Club of New York 
mdp.39015073787619,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
mdp.39015073789862,Southern Christian Leadership Conference West ,Southern Christian Leadership Conference West. 
mdp.39015073789888,Southern Christian Leadership Conference West ,Southern Christian Leadership Conference West. 
mdp.39015073787619,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073789896,SCLC West ,Southern Christian Leadership Conference West. 
nyp.33433007991213,The Ladies' garment worker ,International Ladies' Garment Workers' Union 
mdp.39015073787627,S.C.L.C ,Southern Christian Leadership Conference 
mdp.39015073789920,Southern Christian Leadership Conference West ,Southern Christian Leadership Conference West. 
nyp.33433075970693,Club women of New York ,New York City Federation of Women's Clubs 
mdp.39015073787627,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
mdp.39015073789938,Southern Christian Leadership Conference West ,Southern Christian Leadership Conference West. 
nyp.33433075970727,Club women of New York ,New York City Federation of Women's Clubs 
mdp.39015073787635,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
mdp.39015073789946,S.C.L.C. West the national publication of Southern Christian Leadership Conference--West ,Southern Christian Leadership Conference West. 
osu.32435002493419,Spending the family income ,League of Women Voters of Cincinnati Living Costs Committee. 
mdp.39015073787635,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073789961,S.C.L.C. West the national publication of Southern Christian Leadership Conference--West ,Southern Christian Leadership Conference West. 
osu.32435003353000,A study of California's method of school financing ,League of Women Voters of California 
mdp.39015073789979,Southern Christian Leadership Conference West ,Southern Christian Leadership Conference West. 
mdp.39015073790001,S.C.L.C. West the national publication of Southern Christian Leadership Conference--West ,Southern Christian Leadership Conference West. 
mdp.39015073790019,S.C.L.C. West the national publication of Southern Christian Leadership Conference--West ,Southern Christian Leadership Conference West. 
mdp.39015073787643,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
osu.32435005170774,"Continuous mediation without armistice a development of the idea of a continuous conference of neutral nations, which has occurred independently to others besides the author of the pamphlet ",Woman's Peace Party 
mdp.39015073797360,The socialist review ,Intercollegiate Socialist Society (U.S.) 
osu.32435054699186,Labor age ,Intercollegiate Socialist Society (U.S.) 
osu.32435059517854,The story of the I. L. G. W. U ,International Ladies' Garment Workers' Union 
mdp.39015073787668,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
osu.32435064333446,A manual for trade union speakers a brief text book on public speaking ,International Ladies' Garment Workers' Union Educational Department. 
mdp.39015073787668,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015073982723,The spare wife ,"Witchel, Alex. "
osu.32435066928367,Report ,Consumers' League of New York City 
mdp.39015073787676,S.C.L.C ,Southern Christian Leadership Conference 
mdp.39015079028703,Ritual ,Industrial Workers of the World 
osu.32435066928664,Report ,Consumers' League of New York City 
mdp.39015073787726,S.C.L.C ,Southern Christian Leadership Conference 
mdp.39015079028703,Ritual of Industrial Workers of the World ,Industrial Workers of the World 
pst.000007402715,Perspectives on Congress ,League of Women Voters (U.S.) Education Fund. 
pst.000008487506,"General revenue sharing in Centre County, Pennsylvania a report of allocations for 1973-74 ",League of Women Voters of the State College Area 
mdp.39015079028752,"Preamble and constitution of the Industrial Workers of the World organized July 7, 1905 : as adopted 1905, and amended by conventions and ratified by referendum votes, 1906, 1907, 1908, 1910, 1911, 1912, 1913, 1914 ... 1925 ",Industrial Workers of the World 
pst.000009099913,"Key to the Keystone State, Pennsylvania ",League of Women Voters of Pennsylvania 
pst.000009179981,"In league, guidelines for league boards ",League of Women Voters (U.S.) 
mdp.39015073787734,"SCLC (Atlanta, Ga.) ",Southern Christian Leadership Conference 
mdp.39015079028778,"Preamble and constitution of the Industrial Workers of the World organized July 7, 1905 : as adopted 1905, and amended by conventions and ratified by referendum votes, 1906, 1907, 1908, 1910, 1911, 1912, 1913, 1914 ",Industrial Workers of the World 
pst.000009180055,Making a difference a voters service/citizen information handbook ,League of Women Voters (U.S.) Education Fund. 
mdp.39015073787742,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
mdp.39015079028935,Testimony of William D. Haywood before the Industrial Relations Commission ,Industrial Workers of the World 
pst.000010597439,The Lois Lenski collection in the University of Oklahoma library with a complete bibliography of her works ,"Witcher, Esther G. "
mdp.39015073787742,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015080478558,May Days - 1970 ,Industrial Workers of the World 
mdp.39015080732723,Gila Wilderness-Silver City area ,"Witcher, James C. "
pst.000011583615,A consumer guide to hospice care ,National Consumers' League 
mdp.39015073787783,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015082861785,Proceedings of the ... convention of the Industrial Workers of the World ,Industrial Workers of the World 
pst.000013865023,Centre County municipal officials directory ,League of Women Voters of Centre County (Pa.) 
mdp.39015073787791,S.C.L.C ,Southern Christian Leadership Conference 
mdp.39015073787809,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
pst.000015086457,Centre County municipal officials directory ,League of Women Voters of Centre County (Pa.) 
mdp.39015073787809,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015086871350,Proceedings of the ... convention of the Industrial Workers of the World ,Industrial Workers of the World 
pst.000016170841,Centre County municipal officials directory ,League of Women Voters of Centre County (Pa.) 
mdp.39015073787833,"SCLC (Atlanta, Ga.) ",Southern Christian Leadership Conference 
pst.000020909826,This is Luzerne County ,League of Women Voters of the Wilkes-Barre Area 
mdp.39015073787833,SCLC the Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
miun.aec2579.0001.001,Behind the scenes in candy factories ,Consumers' League of New York City 
pst.000031146456,Centre County municipal officials directory ,League of Women Voters of Centre County (Pa.) 
mdp.39015073787874,S.C.L.C ,Southern Christian Leadership Conference 
msu.31293200969743,The One big union monthly ,Industrial Workers of the World 
pst.000044809362,IWW songbook ,Industrial Workers of the World 
mdp.39015073787874,"SCLC (Atlanta, Ga.) ",Southern Christian Leadership Conference 
msu.31293200969743,The One big union monthly ,Industrial Workers of the World General Executive Board. 
pst.000044809362,Little red song book ,Industrial Workers of the World 
mdp.39015073787874,SCLC the Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
njp.32101058908607,Proceedings of the...annual convention of the Industrial Workers of the World ,Industrial Workers of the World 
pst.000063809657,Labor age ,Intercollegiate Socialist Society (U.S.) 
mdp.39015073787916,S.C.L.C ,Southern Christian Leadership Conference 
mdp.39015073787932,"SCLC (Atlanta, Ga.) ",Southern Christian Leadership Conference 
pst.000066985532,One big union monthly ,Industrial Workers of the World 
mdp.39015073787957,S.C.L.C ,Southern Christian Leadership Conference 
njp.32101059428571,The onward sweep of the machine process ,Industrial Workers of the World 
txu.059173009739635,Father Jerome Tupa paints the California missions ,"Witchey, Holly Rarick. "
mdp.39015073787973,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
njp.32101064259938,Public opinion where does it stand on the question of amnesty of political prisoners? ,Industrial Workers of the World 
uc1.31175035168940,"Men's League for Woman Suffrage of the State of New York, in collaboration with the Equal Franchise Society, presents a pageant ",Equal Franchise Society 
mdp.39015073787973,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
njp.32101068557881,The Intercollegiate socialist ,Intercollegiate Socialist Society (U.S.) 
uc1.31175035168940,"Men's League for Woman Suffrage of the State of New York, in collaboration with the Equal Franchise Society, presents a pageant ",Men's League for Woman Suffrage of the State of New York 
mdp.39015073788013,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
njp.32101068557899,The Intercollegiate socialist ,Intercollegiate Socialist Society (U.S.) 
uc1.31175035184111,"The woman's peace party of New York City, 70 Fifth Avenue first annual report ",Woman's Peace Party 
nnc2.ark:/13960/t0jt28v28,Social diseases ,New York Social Hygiene Society 
uc1.31175035184152,The press on the Lusk laws ,Teachers' Union of the City of New York 
mdp.39015073788039,"SCLC (Atlanta, Ga.) ",Southern Christian Leadership Conference 
nnc2.ark:/13960/t6g18m94k,Social diseases ,New York Social Hygiene Society 
mdp.39015073788039,SCLC the Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
nyp.33433008249793,"Labor laws of New York a handbook, comp. by Katharine Anthony for the Brooklyn auxiliary of the Consumers' league of the city of New York, March 1, 1917 ",Consumers' League of New York City Brooklyn Auxilliary. 
nyp.33433062499342,New York State a citizen's handbook ,League of Women Voters of New York State 
nyp.33433075970115,Club women of New York ,New York City Federation of Women's Clubs 
mdp.39015073788054,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
nyp.33433075970149,Club women of New York ,New York City Federation of Women's Clubs 
mdp.39015073788054,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
uc1.31210020554125,Sources of salinity in the Rio Grande and Mesilla Basin groundwater ,"Witcher, James C. "
uc1.31822009494774,"Songs of the workers on the road, in the jungles, and in the shops ",Industrial Workers of the World Spokane Local 
osu.32435016302416,We shall overcome! songs of the Southern freedom movement ,Student Nonviolent Coordinating Committee (U.S.) 
osu.32435054699186,The intercollegiate socialist ,Intercollegiate Socialist Society (U.S.) 
mdp.39015073788070,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
uc1.31970026988078,The Intercollegiate socialist ,Intercollegiate Socialist Society (U.S.) 
osu.32435057735243,The One big union monthly ,Industrial Workers of the World General Executive Board. 
mdp.39015073788070,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
uc1.32106001402830,International exhibition of modern art ,"Henry Street Settlement (New York, N.Y.) "
osu.32435060071172,You and your national government the indivisible partnership ,League of Women Voters 
mdp.39015073788096,S.C.L.C ,Southern Christian Leadership Conference 
uc1.32106006699042,Songs of the workers to fan the flames of discontent ,Industrial Workers of the World 
osu.32435066928425,Report ,Consumers' League of New York City 
osu.32435066928474,Report ,Consumers' League of New York City 
uc1.32106013460255,The Provincetown Players a choice of the shorter works ,Provincetown Players 
osu.32435066945320,Proceedings of the...annual convention of the Industrial Workers of the World ,Industrial Workers of the World 
mdp.39015073788096,"SCLC (Atlanta, Ga.) ",Southern Christian Leadership Conference 
uc1.32106020095342,A Guide to Santa Cruz County government ,League of Women Voters of Santa Cruz County 
pst.000005584307,"This is Wilkes-Barre A handbook of Wilkes-Barre, Pennsylvania and immediate vicinity ","League of Women Voters of Wilkes-Barre, Pennsylvania "
mdp.39015073788096,SCLC the Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
uc1.32106020398084,Congress of Racial Equality (CORE) papers ,Congress of Racial Equality 
pst.000007402517,Energy options examining sources and defining government's role ,League of Women Voters (U.S.) Education Fund. 
mdp.39015073788112,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
uc1.32106020398118,Congress of Racial Equality (CORE) papers ,Congress of Racial Equality 
pst.000007402555,A nuclear waste primer ,League of Women Voters (U.S.) Education Fund. 
mdp.39015073788112,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
uc1.32106020398118,CORE papers ,Congress of Racial Equality 
pst.000007402616,The Federalist papers reexamined ,League of Women Voters (U.S.) Education Fund. 
mdp.39015073789730,S.C.L.C. West the national publication of Southern Christian Leadership Conference--West ,Southern Christian Leadership Conference West. 
uc1.b2500052,A Guide to California government ,League of Women Voters of California 
pst.000007402661,Growth of judicial power ,League of Women Voters (U.S.) Education Fund. 
mdp.39015073789748,SCLC West ,Southern Christian Leadership Conference West. 
uc1.b3032770,Report ,Consumers' League of New York City 
uc1.b3032774,Report ,Consumers' League of New York City 
mdp.39015073789763,S.C.L.C. West the national publication of Southern Christian Leadership Conference--West ,Southern Christian Leadership Conference West. 
pst.000007402661,The Federalist papers reexamined ,League of Women Voters (U.S.) Education Fund. 
uc1.b3400886,A Guide to California government ,League of Women Voters of California 
pst.000007402715,Growth of judicial power ,League of Women Voters (U.S.) Education Fund. 
pst.000007402715,Past as prologue ,League of Women Voters (U.S.) Education Fund. 
uc1.b3859509,A Worker's guide to direct action ,Industrial Workers of the World 
pst.000007402715,The Federalist papers reexamined ,League of Women Voters (U.S.) Education Fund. 
uc1.b3859510,The general strike for industrial freedom ,Industrial Workers of the World 
mdp.39015073789771,S.C.L.C. West the national publication of Southern Christian Leadership Conference--West ,Southern Christian Leadership Conference West. 
pst.000009091245,An economic interpretation of the job ,Industrial Workers of the World 
mdp.39015073789789,Southern Christian Leadership Conference West ,Southern Christian Leadership Conference West. 
uc1.b3974262,Report of the General executive Board to the convention (varies slightly) 1920- ,International Ladies' Garment Workers' Union 
mdp.39015073789805,SCLC West ,Southern Christian Leadership Conference West. 
pst.000010873557,Centre County municipal officials directory ,League of Women Voters of Centre County (Pa.) 
mdp.39015073789813,SCLC West ,Southern Christian Leadership Conference West. 
pst.000013140083,Centre County municipal officials directory ,League of Women Voters of Centre County (Pa.) 
mdp.39015073789821,S.C.L.C. West the national publication of Southern Christian Leadership Conference--West ,Southern Christian Leadership Conference West. 
mdp.39015073789839,SCLC West ,Southern Christian Leadership Conference West. 
mdp.39015073789847,SCLC West ,Southern Christian Leadership Conference West. 
mdp.39015073789854,SCLC West ,Southern Christian Leadership Conference West. 
mdp.39015073789888,S.C.L.C. West the national publication of Southern Christian Leadership Conference--West ,Southern Christian Leadership Conference West. 
uc1.b3974263,Report and proceedings of the convention ,International Ladies' Garment Workers' Union 
uc1.b3974264,Report of the General executive Board to the convention (varies slightly) 1920- ,International Ladies' Garment Workers' Union 
uc1.b3974266,Report of the General executive Board to the convention (varies slightly) 1920- ,International Ladies' Garment Workers' Union 
uc1.b3974267,Report and proceedings of the convention ,International Ladies' Garment Workers' Union 
uc1.b3974269,Report and proceedings of the convention ,International Ladies' Garment Workers' Union 
pst.000013445683,Achieving due responsibility ,League of Women Voters (U.S.) Education Fund. 
pst.000013445683,Growth of judicial power ,League of Women Voters (U.S.) Education Fund. 
pst.000013445683,Past as prologue ,League of Women Voters (U.S.) Education Fund. 
pst.000013445683,The Federalist papers reexamined ,League of Women Voters (U.S.) Education Fund. 
pst.000013464493,Past as prologue ,League of Women Voters (U.S.) Education Fund. 
pst.000013464493,The Federalist papers reexamined ,League of Women Voters (U.S.) Education Fund. 
pst.000013736118,You & your national government ,League of Women Voters (U.S.) Education Fund. 
pst.000044809362,Little red songbook ,Industrial Workers of the World 
uc1.b3974272,Report and proceedings of the convention ,International Ladies' Garment Workers' Union 
txu.059173009739635,An uncommon mission Father Jerome Tupa paints the California missions ,"Witchey, Holly Rarick. "
uc1.$b114670,Massachusetts State government ,League of Women Voters of Massachusetts 
uc1.b3974274,Report and proceedings of the convention ,International Ladies' Garment Workers' Union 
uc1.$b292041,"I. W. W., one big union of all the workers the greatest thing on earth ",Industrial Workers of the World 
uc1.$b41431,A study of delinquent and neglected Negro children before the New York City Children's Court 1925 ,Women's City Club of New York 
mdp.39015073789896,Southern Christian Leadership Conference West ,Southern Christian Leadership Conference West. 
uc1.$b95921,The history of trade unionism among women in Boston ,Women's Trade Union League of Massachusetts 
uc1.$b95935,Behind the scenes in a restaurant a study of 1017 women restaurant employees ,Consumers' League of New York City 
mdp.39015073789904,Southern Christian Leadership Conference West ,Southern Christian Leadership Conference West. 
uc1.b3974277,Report and proceedings of the convention ,International Ladies' Garment Workers' Union 
uc1.31175035168940,"Pageant and ball, April 17th, 1914 ",Equal Franchise Society 
uc1.b3974278,Report of the General executive Board to the convention (varies slightly) 1920- ,International Ladies' Garment Workers' Union 
uc1.31175035168940,"Program, pageant and ball, April 17th, 1914, 71st Regiment Armory Men's League for Woman Suffrage of the State of New York, in collaboration with the Equal Franchise Society, presents a pageant written and directed by Hazel MacKaye, pageant director of the Equal Franchise Society : music composed by Bertha Remick : score arranged by James E. Beggs ",Men's League for Woman Suffrage of the State of New York 
uc1.b3974280,Report and proceedings of the convention ,International Ladies' Garment Workers' Union 
uc1.31175035184418,Shop talks on economics. Hungarian ,Industrial Workers of the World 
mdp.39015073789912,S.C.L.C. West the national publication of Southern Christian Leadership Conference--West ,Southern Christian Leadership Conference West. 
uc1.b4005142,IWW songs to fan the flames of discontent ,Industrial Workers of the World 
uc1.31822009494774,Industrial Workers of the World songs to fan the flames of discontent ,Industrial Workers of the World Spokane Local 
mdp.39015073789938,SCLC West ,Southern Christian Leadership Conference West. 
uc1.b4005142,Songs of the workers to fan the flames of discontent ,Industrial Workers of the World 
uc1.31822009494774,Songs to fan the flames of discontent ,Industrial Workers of the World Spokane Local 
uc1.31970005873689,One big union monthly ,Industrial Workers of the World 
mdp.39015073789946,SCLC West ,Southern Christian Leadership Conference West. 
uc1.32106001294633,The Port Huron statement ,Students for a Democratic Society (U.S.) 
mdp.39015073789946,Southern Christian Leadership Conference West ,Southern Christian Leadership Conference West. 
uc1.b4145863,California voters' handbook ,League of Women Voters of California 
uc1.32106001402830,Armory show ,"Henry Street Settlement (New York, N.Y.) "
mdp.39015073789961,SCLC West ,Southern Christian Leadership Conference West. 
uc1.b4145864,California voters' handbook ,League of Women Voters of California 
mdp.39015073789961,Southern Christian Leadership Conference West ,Southern Christian Leadership Conference West. 
uc1.b4145866,California voters' handbook ,League of Women Voters of California 
uc1.32106009368991,Child care in California quality? affordability? accessibility? ,League of Women Voters of California 
mdp.39015073789979,S.C.L.C. West the national publication of Southern Christian Leadership Conference--West ,Southern Christian Leadership Conference West. 
uc1.b4145867,California voters' handbook ,League of Women Voters of California 
uc1.32106010162904,"Collected records of the Woman's Peace Party, 1914-1920 guide to the Scholarly Resources microfilm edition ",Woman's Peace Party 
mdp.39015073789987,SCLC West ,Southern Christian Leadership Conference West. 
uc1.b4211630,The Ill-housed a compendium of recent writings and reports on national housing policy ,League of Women Voters (U.S.) 
uc1.32106010558051,"Courts, judges, and voters a guide to judicial elections ",League of Women Voters of California 
mdp.39015073789995,SCLC West ,Southern Christian Leadership Conference West. 
mdp.39015073790001,SCLC West ,Southern Christian Leadership Conference West. 
mdp.39015073790001,Southern Christian Leadership Conference West ,Southern Christian Leadership Conference West. 
mdp.39015073790019,Southern Christian Leadership Conference West ,Southern Christian Leadership Conference West. 
uc1.b4260892,"The position of the International Ladies' Garment Workers' Union in relation to CIO and AFL, 1934-1938 chronicled in documents and records ",International Ladies' Garment Workers' Union 
uc1.32106020398084,CORE papers ,Congress of Racial Equality 
uc1.a0000389494,A child health survey of New York state an inquiry into the measures being taken in the different counties for conserving the health of children ,League of Women Voters of New York State 
mdp.39015073791447,Industrial pioneer ,Industrial Workers of the World General Executive Board. 
uc1.b000982069,Report of the annual convention ,New York State Woman Suffrage Association 
uc1.b2825126,"The Helen Hall settlement papers a descriptive bibliography of community studies and other reports, 1928-1958 ","Henry Street Settlement (New York, N.Y.) "
uc1.b3032775,Report ,Consumers' League of New York City 
mdp.39015074206254,An economic interpretation of the job ,Industrial Workers of the World 
uc1.b4448322,New Jersey spotlight on government ,League of Women Voters of New Jersey 
mdp.39015076834160,Minutes of the ... constitutional general convention of the Industrial Workers of the World ,Industrial Workers of the World 
uc1.b3821597,Let's look at the property tax ,League of Women Voters of California 
uc2.ark:/13960/t2c85hg78,[Pamphlets a kit of 11 pamphlets on I.W.W. and labor in the U.S.A ,Industrial Workers of the World 
uc1.b3870907,The socialist review ,Intercollegiate Socialist Society (U.S.) 
uc2.ark:/13960/t3nv9cj27,Behind the scenes in a restaurant a study of 1017 women restaurant employees ,Consumers' League of New York City 
mdp.39015079021849,Sabotage the conscious withdrawal of the workers' industrial efficiency ,Industrial Workers of the World 
uc1.b3886277,The Ladies' garment worker ,International Ladies' Garment Workers' Union 
uiug.30112002750062,Suffragist ,National Woman's Party 
mdp.39015079028760,"Preamble and constitution of the Industrial Workers of the World organized July 7, 1905 ... as adopted, 1905, and amended by conventions and ratified by referendum votes, 1906, 1907, 1908, 1910, 1911, 1912, 1913, 1914, 1916 ",Industrial Workers of the World 
mdp.39015079028786,"Preamble and constitution of the Industrial Workers of the World amended by convention, 1906--ratified by referendum vote, 1906 ... amended by convention, 1912--ratified by referendem vote, 1912 ",Industrial Workers of the World 
uc1.b3974261,Report and proceedings of the convention ,International Ladies' Garment Workers' Union 
uiug.30112028197215,The socialist review ,Intercollegiate Socialist Society (U.S.) 
mdp.39015079028828,"Preamble and constitution of the Industrial Workers of the World amended by convention, 1906, ratified by referendum vote, 1906 ",Industrial Workers of the World 
uc1.b3974265,Report and proceedings of the convention ,International Ladies' Garment Workers' Union 
uiug.30112062352320,Safeguard their future a rational approach to the problems of juvenile delinquency in wartime ,Teachers' Union of the City of New York 
mdp.39015079028836,Constitution and by-laws of Industrial Workers of the World adopted Chicago 1905 ,Industrial Workers of the World 
uc1.b3974267,Report of the General executive Board to the convention (varies slightly) 1920- ,International Ladies' Garment Workers' Union 
uiug.30112063403411,Trained personnel for public service ,League of Women Voters 
mdp.39015079029172,Handbook of industrial unionism ,Industrial Workers of the World 
uiug.30112063825167,"Report of the Henry Street Settlement, 1893-1918 ","Henry Street Settlement (New York, N.Y.) "
mdp.39015079029479,What is the I.W.W. preamble? a dialogue ,Industrial Workers of the World 
uiug.30112070086795,Activist and the Albatross spring 1963- ,Students for a Democratic Society (U.S.) 
mdp.39015080181244,Rehabilitative and preventive programs in public welfare ,League of Women Voters of Michigan 
uc1.b3974272,Report of the General executive Board to the convention (varies slightly) 1920- ,International Ladies' Garment Workers' Union 
uc1.b3974273,Report and proceedings of the convention ,International Ladies' Garment Workers' Union 
uc1.b3974274,Report of the General executive Board to the convention (varies slightly) 1920- ,International Ladies' Garment Workers' Union 
uiug.30112070707416,Can we talk? an industry workshop on community outreach techniques ,League of Women Voters of Illinois 
uiug.30112075898657,Trade union methods ,International Ladies' Garment Workers' Union Educational Dept. 
mdp.39015080732723,"Geology of the Gila Wilderness-Silver City area New Mexico Geological Society Fifty-ninth Annual Field Conference, October 23-25, 2008 ","Witcher, James C. "
uc1.b3974276,Report of the General executive Board to the convention (varies slightly) 1920- ,International Ladies' Garment Workers' Union 
mdp.39015080732723,Silver City ,"Witcher, James C. "
uc1.b3974279,Report and proceedings of the convention ,International Ladies' Garment Workers' Union 
uiug.30112079792609,The present status of minimum wage legislation ,National Consumers' League 
uc1.b3974280,Report of the General executive Board to the convention (varies slightly) 1920- ,International Ladies' Garment Workers' Union 
uiug.30112087705528,Annual report ,Equal Franchise Society (New York) 
mdp.39015084484529,Compilation of the 48 State direct primary systems ,League of Women Voters of New York State 
uc1.b3974281,Report of the General executive Board to the convention (varies slightly) 1920- ,International Ladies' Garment Workers' Union 
uiug.30112087798309,One big union monthly ,Industrial Workers of the World 
mdp.39015086871350,Minutes of the ... constitutional general convention of the Industrial Workers of the World ,Industrial Workers of the World 
uc1.b3998088,Minutes of the Constitutional General Convention ,Industrial Workers of the World 
uiug.30112087800550,Hours of labor series ,National Consumers' League 
mdp.49015000430125,The Nuclear waste primer a handbook for citizens ,League of Women Voters (U.S.) Education Fund. 
mdp.49015002956143,"Choosing the president, 2004 a citizen's guide to the electoral process ",League of Women Voters (U.S.) 
uiug.30112087800568,Hours of labor series ,National Consumers' League 
uc1.b3998347,Inflation--cause and cure ,Industrial Workers of the World Tacoma-Olympia Branch. 
uiug.30112108137339,Annual report ,National Consumers' League 
njp.32101043347820,Historical catechism of American unionism ,Industrial Workers of the World 
uc1.b4018613,Community handbook ,League of Women Voters of South San Mateo County 
njp.32101055172124,Annual report ,National Consumers' League 
uc1.b4018861,Wobbly 80 years of rebel art ,Industrial Workers of the World 
njp.32101058908656,Proceedings of the...annual convention of the Industrial Workers of the World ,Industrial Workers of the World 
uiug.30112108172302,Report ,Consumers' League of New York City 
uc1.b4145860,California voters' handbook ,League of Women Voters of California 
njp.32101059426203,An open letter to President Harding from 52 members of the I.W.W. in Leavenworth Penitentiary who refuse to apply for individual clemency ,Industrial Workers of the World General Defense Committee. 
uiug.30112118438230,Chicago government ,League of Women Voters of Chicago 
njp.32101059427672,"Preamble and constitution of the Industrial Workers of the World, organized July 7, 1905 As adopted 1905 and amended by conventions and ratified by referendum votes 1906, 1907, 1908, 1910, 1911, 1912, 1913, 1914, 1916, 1919 ",Industrial Workers of the World 
njp.32101061936835,I.W.W. songs to fan the flames of discontent ,Industrial Workers of the World 
uc1.b4267525,Is this living? ,Consumers' League of New York City 
njp.32101061936835,"Songs of the workers on the road, in the jungles, and in the shops ",Industrial Workers of the World 
uiuo.ark:/13960/t1jh3pp8f,Focus on Sangamon County ,"League of Women Voters of Springfield, Ill "
uiuo.ark:/13960/t88g8s62h,This is Evanston ,League of Women Voters of Evanston 
njp.32101068557907,The Intercollegiate socialist ,Intercollegiate Socialist Society (U.S.) 
uiuo.ark:/13960/t8z89ck01,Know your towns ,"League of Women Voters of Champaign County, Illinois "
nyp.33433007991197,The Ladies' garment worker ,International Ladies' Garment Workers' Union 
umn.319510015376724,"Parties, politics and people ",League of Women Voters of Cleveland 
nyp.33433075970701,Club women of New York ,New York City Federation of Women's Clubs 
uc1.b4313634,California voters' handbook ,League of Women Voters of California 
umn.31951002027045s,"Platforms of the national political parties, 1924 ",League of Women Voters (U.S.) 
nyp.33433075970719,Club women of New York ,New York City Federation of Women's Clubs 
uc1.b4313635,California voters' handbook ,League of Women Voters of California 
umn.319510026061441,Constitutional convention for Iowa study guide ,League of Women Voters of Iowa 
osu.32435003905924,"Report to the Louisiana State Commission to study the conditions of working women and children appointed by Governor Hall, July 3, 1914 ",National Consumers' League New Orleans Chapter. 
uc1.b4442556,"Key to the Keystone State, Pennsylvania ",League of Women Voters of Pennsylvania 
umn.31951002653210z,Juvenile justice in Hennepin County ,"League of Women Voters of Minneapolis (Minneapolis, Minn.) "
osu.32435009800244,Know Hamilton County ,League of Women Voters of Cincinnati 
uc1.b4581724,The China puzzle an introductory sketch ,League of Women Voters (U.S.) 
umn.31951d00150641g,Report ,National Consumers' League 
osu.32435014065494,Behind the scenes in a hotel ,Consumers' League of New York City 
uc1.c046726571,"State platform, National progressive party of the state of New York adopted by the State convention, Syracuse, N.Y., Sept. 5, 1912 ",Progressive Party (U.S. : 1912) New York (State) Convention (1912) 
umn.31951d00761153c,The Student voice ,Student Nonviolent Coordinating Committee (U.S.) 
osu.32435054699194,Labor age ,Intercollegiate Socialist Society (U.S.) 
osu.32435054699194,The intercollegiate socialist ,Intercollegiate Socialist Society (U.S.) 
wu.89031236805,The evolution of bird-song with observations on the influence of heredity and limitation ,"Witchell, Charles A d. 1907 "
osu.32435057735243,The One big union monthly ,Industrial Workers of the World 
uc1.c3365325,Calcium in starfish oocytes and sea urchin eggs signaling during cell division ,"Witchel, Harry J. "
wu.89041997198,Getting something done ,League of Women Voters (U.S.) Education Fund. 
osu.32435065010985,Politics is people ,League of Women Voters of the City of New York 
uc2.ark:/13960/t0sq8s340,Self-government for Uganda an African state manifesto ,Progressive Party (Uganda) 
wu.89058391269,Indians in Minnesota ,League of Women Voters of Minnesota 
osu.32435066928375,Report ,Consumers' League of New York City 
uc2.ark:/13960/t12n51n9d,The history of trade unionism among women in Boston ,Women's Trade Union League of Massachusetts 
wu.89058755778,Wisconsin's land facts and issues ,League of Women Voters of Wisconsin 
osu.32437122907815,On the record ,League of Women Voters 
uc2.ark:/13960/t18k75p3j,The evolution of bird-song with observations on the influence of heredity and limitation ,"Witchell, Charles A d. 1907 "
wu.89062230198,Convention of the I.L.G.W.U ,International Ladies' Garment Workers' Union General Executive Board. 
pst.000002529561,The U in Upper Darby a citizen's manual ,"League of Women Voters of Upper Darby, Pa "
