,htid,person
0,hvd.32044011813458,"Stevens, Doris 1892-1963 "
1,hvd.32044031715816,"Stevens, Doris 1892-1963 "
2,mdp.39015080257093,"Stevens, Doris 1892-1963 "
3,hvd.32044087355707,"Stevens, Doris 1892-1963 "
4,iau.31858030672558,"Stevens, Doris 1892-1963 "
5,mdp.39015009198824,"Stevens, Doris 1892-1963 "
0,mdp.39015032766316,"Willis, Ellen. "
1,mdp.39015032766316,"Willis, Ellen. "
2,mdp.39015048768363,"Willis, Ellen. "
3,mdp.39015032766316,"Willis, Ellen. "
4,mdp.39015032766316,"Willis, Ellen. "
0,iau.31858023968278,"Hale, Ruth. "
0,aeu.ark:/13960/t4rj69w6s,"Glaspell, Susan 1882-1948 "
1,coo1.ark:/13960/t6pz5s55c,"Glaspell, Susan 1882-1948 "
2,uc1.$b242960,"Glaspell, Susan 1882-1948 "
3,uc1.$b319451,"Glaspell, Susan 1882-1948 "
4,uc1.$b319451,"Glaspell, Susan 1882-1948 "
5,uc2.ark:/13960/t5r786v80,"Glaspell, Susan 1882-1948 "
6,uc2.ark:/13960/t84j0cd8j,"Glaspell, Susan 1882-1948 "
7,uc2.ark:/13960/t84j0cd8j,"Glaspell, Susan 1882-1948 "
8,hvd.32044010201861,"Glaspell, Susan 1882-1948 "
9,nyp.33433076089709,"Glaspell, Susan 1882-1948 "
10,uc1.$b319451,"Glaspell, Susan 1882-1948 "
11,uc2.ark:/13960/t84j0cd8j,"Glaspell, Susan 1882-1948 "
0,uc1.b2803697,"Hale, Ruth 1887-1934 "
0,hvd.hxdmv3,"Miller, Alice Duer Mrs 1874- "
1,loc.ark:/13960/t4bp0r901,"Miller, Alice Duer Mrs 1874- "
2,loc.ark:/13960/t9k36hd2d,"Miller, Alice Duer Mrs 1874- "
3,uc1.b3553129,"Miller, Alice Duer Mrs 1874- "
4,uc1.$b299166,"Miller, Alice Duer Mrs 1874- "
5,uc2.ark:/13960/t9n29qp79,"Miller, Alice Duer Mrs 1874- "
6,uc1.$b379893,"Miller, Alice Duer Mrs 1874- "
7,uc2.ark:/13960/t5n87d21t,"Miller, Alice Duer Mrs 1874- "
8,wu.89098882871,"Miller, Alice Duer Mrs 1874- "
9,uc2.ark:/13960/t3jw87q6s,"Miller, Alice Duer Mrs 1874- "
10,nyp.33433112009059,"Miller, Alice Duer Mrs 1874- "
11,uc1.b3342597,"Miller, Alice Duer Mrs 1874- "
0,uc1.32106012997273,"Lazarre, Jane "
0,mdp.39015019233363,"Flynn, Elizabeth Gurley. "
1,mdp.39015013426286,"Flynn, Elizabeth Gurley. "
2,mdp.39015068647703,"Flynn, Elizabeth Gurley. "
3,mdp.39015068648263,"Flynn, Elizabeth Gurley. "
4,mdp.39015073492111,"Flynn, Elizabeth Gurley. "
5,mdp.39015073492129,"Flynn, Elizabeth Gurley. "
6,mdp.39015079021856,"Flynn, Elizabeth Gurley. "
7,osu.32435059517300,"Flynn, Elizabeth Gurley. "
8,mdp.39015068648255,"Flynn, Elizabeth Gurley. "
9,mdp.39015068648669,"Flynn, Elizabeth Gurley. "
10,mdp.39015068648685,"Flynn, Elizabeth Gurley. "
11,osu.32435056494610,"Flynn, Elizabeth Gurley. "
12,osu.32435063483309,"Flynn, Elizabeth Gurley. "
13,umn.31951002084024f,"Flynn, Elizabeth Gurley. "
14,uiug.30112064448555,"Flynn, Elizabeth Gurley. "
15,mdp.39015059780711,"Flynn, Elizabeth Gurley. "
16,mdp.39015079021849,"Flynn, Elizabeth Gurley. "
17,osu.32435056493943,"Flynn, Elizabeth Gurley. "
18,umn.31951001518101i,"Flynn, Elizabeth Gurley. "
19,umn.31951001952131n,"Flynn, Elizabeth Gurley. "
0,mdp.39015016145933,"Morgan, Robin. comp. "
1,mdp.39015001659104,"Morgan, Robin. comp. "
0,coo.31924073944716,"Brown, Rita Mae. "
1,mdp.39015005916245,"Brown, Rita Mae. "
2,mdp.39015015382842,"Brown, Rita Mae. "
3,mdp.39015020643766,"Brown, Rita Mae. "
4,mdp.39015015401212,"Brown, Rita Mae. "
5,mdp.39015016208426,"Brown, Rita Mae. "
6,mdp.39015032151949,"Brown, Rita Mae. "
7,mdp.39015002148016,"Brown, Rita Mae. "
8,mdp.39015041770531,"Brown, Rita Mae. "
9,mdp.39015037305235,"Brown, Rita Mae. "
10,mdp.39015039890879,"Brown, Rita Mae. "
11,mdp.39015047717791,"Brown, Rita Mae. "
12,mdp.39015047866101,"Brown, Rita Mae. "
13,mdp.39015056462297,"Brown, Rita Mae. "
14,mdp.39015063249232,"Brown, Rita Mae. "
15,mdp.39015012966225,"Brown, Rita Mae. "
16,mdp.39015013355816,"Brown, Rita Mae. "
17,mdp.39015014577772,"Brown, Rita Mae. "
18,mdp.39015041887970,"Brown, Rita Mae. "
19,mdp.39015041887970,"Brown, Rita Mae. "
20,mdp.39015046816974,"Brown, Rita Mae. "
21,mdp.49015001153148,"Brown, Rita Mae. "
22,mdp.39015050804668,"Brown, Rita Mae. "
23,mdp.39015073983028,"Brown, Rita Mae. "
24,uc1.32106005373920,"Brown, Rita Mae. "
25,umn.319510005189808,"Brown, Rita Mae. "
26,inu.30000027247950,"Brown, Rita Mae. "
27,mdp.39015029933481,"Brown, Rita Mae. "
28,mdp.39015053541549,"Brown, Rita Mae. "
29,mdp.39015054182848,"Brown, Rita Mae. "
30,mdp.39015056504544,"Brown, Rita Mae. "
31,mdp.39015058732861,"Brown, Rita Mae. "
32,pst.000018302134,"Brown, Rita Mae. "
33,pst.000057965345,"Brown, Rita Mae. "
34,uc1.32106010562533,"Brown, Rita Mae. "
0,mdp.39015020691401,"Morgan, Robin. "
1,uc1.32106010375175,"Morgan, Robin. "
0,pst.000024116589,"Shaw, Mary. "
1,pst.000047158177,"Shaw, Mary. "
2,osu.32435055142814,"Shaw, Mary. "
3,uc1.31210022803231,"Shaw, Mary. "
4,pst.000047158610,"Shaw, Mary. "
5,pst.000024116589,"Shaw, Mary. "
6,pst.000047158177,"Shaw, Mary. "
7,uc1.31210022803231,"Shaw, Mary. "
8,loc.ark:/13960/t77s8cf07,"Shaw, Mary. "
9,osu.32435055142814,"Shaw, Mary. "
0,mdp.39015047627354,"Anthony, Katherine M. (Katherine Miner) "
0,uc1.c2940853,"Easton, Barbara Leslie. "
0,hvd.32044020263711,"Vorse, Mary Heaton 1874-1966 "
1,hvd.32044080930290,"Vorse, Mary Heaton 1874-1966 "
2,hvd.32044025029695,"Vorse, Mary Heaton 1874-1966 "
3,hvd.hn1mi9,"Vorse, Mary Heaton 1874-1966 "
4,hvd.hn1ipk,"Vorse, Mary Heaton 1874-1966 "
5,hvd.hn1mia,"Vorse, Mary Heaton 1874-1966 "
6,hvd.hnqhzh,"Vorse, Mary Heaton 1874-1966 "
7,mdp.39015004117902,"Vorse, Mary Heaton 1874-1966 "
8,mdp.39015010301045,"Vorse, Mary Heaton 1874-1966 "
9,mdp.39015016768312,"Vorse, Mary Heaton 1874-1966 "
10,mdp.39015010300831,"Vorse, Mary Heaton 1874-1966 "
11,mdp.39015019641409,"Vorse, Mary Heaton 1874-1966 "
12,loc.ark:/13960/t4xh07w5d,"Vorse, Mary Heaton 1874-1966 "
13,mdp.39015063542412,"Vorse, Mary Heaton 1874-1966 "
14,mdp.39015070895316,"Vorse, Mary Heaton 1874-1966 "
15,mdp.39015081823406,"Vorse, Mary Heaton 1874-1966 "
16,mdp.39015089262441,"Vorse, Mary Heaton 1874-1966 "
17,nyp.33433076047780,"Vorse, Mary Heaton 1874-1966 "
18,nyp.33433076050750,"Vorse, Mary Heaton 1874-1966 "
19,mdp.39015070895316,"Vorse, Mary Heaton 1874-1966 "
20,mdp.49015002604990,"Vorse, Mary Heaton 1874-1966 "
21,uc1.$b399067,"Vorse, Mary Heaton 1874-1966 "
22,nyp.33433076047806,"Vorse, Mary Heaton 1874-1966 "
23,nyp.33433076047806,"Vorse, Mary Heaton 1874-1966 "
24,uc1.b3142974,"Vorse, Mary Heaton 1874-1966 "
25,uc1.b4462193,"Vorse, Mary Heaton 1874-1966 "
26,uc2.ark:/13960/t42r3q473,"Vorse, Mary Heaton 1874-1966 "
27,uc2.ark:/13960/t6zw1b92m,"Vorse, Mary Heaton 1874-1966 "
28,uc1.$b248213,"Vorse, Mary Heaton 1874-1966 "
29,uc1.$b312739,"Vorse, Mary Heaton 1874-1966 "
30,hvd.hn1ipk,"Vorse, Mary Heaton 1874-1966 "
31,hvd.hnqhzc,"Vorse, Mary Heaton 1874-1966 "
32,nyp.33433075759229,"Vorse, Mary Heaton 1874-1966 "
33,uc1.$b436723,"Vorse, Mary Heaton 1874-1966 "
34,uc1.b4393274,"Vorse, Mary Heaton 1874-1966 "
35,wu.89007356959,"Vorse, Mary Heaton 1874-1966 "
36,wu.89058503293,"Vorse, Mary Heaton 1874-1966 "
0,mdp.39015007397634,"Brownmiller, Susan. "
1,mdp.39015000903040,"Brownmiller, Susan. "
2,inu.30000005469014,"Brownmiller, Susan. "
3,mdp.39015016185939,"Brownmiller, Susan. "
4,mdp.39015000902711,"Brownmiller, Susan. "
5,mdp.39015032931811,"Brownmiller, Susan. "
0,mdp.39015004294479,"Young, Rose E. (Rose Emmet) 1869-1941 "
1,uc1.$b267676,"Young, Rose E. (Rose Emmet) 1869-1941 "
2,mdp.39015005317097,"Young, Rose E. (Rose Emmet) 1869-1941 "
0,mdp.39015011300905,"Atkinson, Ti-Grace. "
0,mdp.39015020744853,"Koedt, Anne comp. "
1,mdp.39015003894212,"Koedt, Anne comp. "
0,coo1.ark:/13960/t1gj0220n,"Eastman, Crystal 1881-1928 "
1,loc.ark:/13960/t4cn7x301,"Eastman, Crystal 1881-1928 "
2,mdp.39015010742669,"Eastman, Crystal 1881-1928 "
3,mdp.39015016120076,"Eastman, Crystal 1881-1928 "
4,nyp.33433008947727,"Eastman, Crystal 1881-1928 "
5,loc.ark:/13960/t2s47fs06,"Eastman, Crystal 1881-1928 "
6,mdp.39076006797208,"Eastman, Crystal 1881-1928 "
7,mdp.39076006797208,"Eastman, Crystal 1881-1928 "
0,aeu.ark:/13960/t89g7140g,"Goldman, Emma 1869-1940 "
1,aeu.ark:/13960/t89g7140g,"Goldman, Emma 1869-1940 "
2,hvd.32044014224463,"Goldman, Emma 1869-1940 "
3,hvd.32044014224430,"Goldman, Emma 1869-1940 "
4,hvd.32044100891449,"Goldman, Emma 1869-1940 "
5,hvd.hngbe2,"Goldman, Emma 1869-1940 "
6,hvd.32044004603189,"Goldman, Emma 1869-1940 "
7,hvd.32044014545404,"Goldman, Emma 1869-1940 "
8,mdp.39015001507949,"Goldman, Emma 1869-1940 "
9,mdp.39015003367854,"Goldman, Emma 1869-1940 "
10,mdp.39015003470872,"Goldman, Emma 1869-1940 "
11,hvd.hngbdy,"Goldman, Emma 1869-1940 "
12,hvd.hngbeh,"Goldman, Emma 1869-1940 "
13,hvd.hngbdx,"Goldman, Emma 1869-1940 "
14,mdp.39015004754761,"Goldman, Emma 1869-1940 "
15,hvd.hngbeg,"Goldman, Emma 1869-1940 "
16,ien.35556003189057,"Goldman, Emma 1869-1940 "
17,loc.ark:/13960/t3jw94c8d,"Goldman, Emma 1869-1940 "
18,mdp.39015020746221,"Goldman, Emma 1869-1940 "
19,mdp.39015020829084,"Goldman, Emma 1869-1940 "
20,mdp.39015003905505,"Goldman, Emma 1869-1940 "
21,iau.31858034625388,"Goldman, Emma 1869-1940 "
22,mdp.39015004198076,"Goldman, Emma 1869-1940 "
23,mdp.39015020829084,"Goldman, Emma 1869-1940 "
24,mdp.39015002191826,"Goldman, Emma 1869-1940 "
25,mdp.39015046864115,"Goldman, Emma 1869-1940 "
26,mdp.39015048518933,"Goldman, Emma 1869-1940 "
27,mdp.39015003905356,"Goldman, Emma 1869-1940 "
28,mdp.39015062674141,"Goldman, Emma 1869-1940 "
29,mdp.39015081787973,"Goldman, Emma 1869-1940 "
30,msu.31293010576316,"Goldman, Emma 1869-1940 "
31,msu.31293018513733,"Goldman, Emma 1869-1940 "
32,mdp.39015069766783,"Goldman, Emma 1869-1940 "
33,mdp.39015079009695,"Goldman, Emma 1869-1940 "
34,mdp.39015080478582,"Goldman, Emma 1869-1940 "
35,nyp.33433082032602,"Goldman, Emma 1869-1940 "
36,mdp.49015002218643,"Goldman, Emma 1869-1940 "
37,nyp.33433082032610,"Goldman, Emma 1869-1940 "
38,msu.31293010576316,"Goldman, Emma 1869-1940 "
39,msu.31293022750826,"Goldman, Emma 1869-1940 "
40,osu.32435071629596,"Goldman, Emma 1869-1940 "
41,osu.32435071629646,"Goldman, Emma 1869-1940 "
42,osu.32435071629745,"Goldman, Emma 1869-1940 "
43,msu.31293104153576,"Goldman, Emma 1869-1940 "
44,msu.31293104153592,"Goldman, Emma 1869-1940 "
45,pst.000002507255,"Goldman, Emma 1869-1940 "
46,mdp.39015069767005,"Goldman, Emma 1869-1940 "
47,pst.000002542225,"Goldman, Emma 1869-1940 "
48,msu.31293104153600,"Goldman, Emma 1869-1940 "
49,mdp.39015073373766,"Goldman, Emma 1869-1940 "
50,pst.000012501779,"Goldman, Emma 1869-1940 "
51,pst.000012501786,"Goldman, Emma 1869-1940 "
52,pst.000012501793,"Goldman, Emma 1869-1940 "
53,njp.32101015307257,"Goldman, Emma 1869-1940 "
54,mdp.39076001234264,"Goldman, Emma 1869-1940 "
55,miua.2917032.0001.001,"Goldman, Emma 1869-1940 "
56,msu.31293010828923,"Goldman, Emma 1869-1940 "
57,msu.31293018513733,"Goldman, Emma 1869-1940 "
58,msu.31293104872845,"Goldman, Emma 1869-1940 "
59,osu.32435013861083,"Goldman, Emma 1869-1940 "
60,uc1.31175003560466,"Goldman, Emma 1869-1940 "
61,uc1.31210002105342,"Goldman, Emma 1869-1940 "
62,uc1.31210002578043,"Goldman, Emma 1869-1940 "
63,uc1.31210002578043,"Goldman, Emma 1869-1940 "
64,osu.32435071629208,"Goldman, Emma 1869-1940 "
65,uc1.31210002608865,"Goldman, Emma 1869-1940 "
66,osu.32435071629943,"Goldman, Emma 1869-1940 "
67,nyp.33433082032594,"Goldman, Emma 1869-1940 "
68,uc1.31822031024946,"Goldman, Emma 1869-1940 "
69,osu.32435071629992,"Goldman, Emma 1869-1940 "
70,uc1.a0008044513,"Goldman, Emma 1869-1940 "
71,pst.000002542126,"Goldman, Emma 1869-1940 "
72,uc1.a0008044521,"Goldman, Emma 1869-1940 "
73,uc1.a0008044554,"Goldman, Emma 1869-1940 "
74,uc1.a0008044554,"Goldman, Emma 1869-1940 "
75,uc1.a0008044588,"Goldman, Emma 1869-1940 "
76,osu.32435071628861,"Goldman, Emma 1869-1940 "
77,osu.32435071629059,"Goldman, Emma 1869-1940 "
78,pst.000010574034,"Goldman, Emma 1869-1940 "
79,osu.32435071629109,"Goldman, Emma 1869-1940 "
80,uc1.a0008044588,"Goldman, Emma 1869-1940 "
81,pst.000010574041,"Goldman, Emma 1869-1940 "
82,osu.32435071629497,"Goldman, Emma 1869-1940 "
83,uc1.b003004594,"Goldman, Emma 1869-1940 "
84,osu.32435071629844,"Goldman, Emma 1869-1940 "
85,osu.32435071629893,"Goldman, Emma 1869-1940 "
86,pst.000012501762,"Goldman, Emma 1869-1940 "
87,pst.000012501762,"Goldman, Emma 1869-1940 "
88,pst.000002507255,"Goldman, Emma 1869-1940 "
89,pst.000002542072,"Goldman, Emma 1869-1940 "
90,pst.000002542171,"Goldman, Emma 1869-1940 "
91,pst.000002542225,"Goldman, Emma 1869-1940 "
92,pst.000008019387,"Goldman, Emma 1869-1940 "
93,pst.000012501779,"Goldman, Emma 1869-1940 "
94,pst.000012501786,"Goldman, Emma 1869-1940 "
95,pst.000012501793,"Goldman, Emma 1869-1940 "
96,uc1.$b554079,"Goldman, Emma 1869-1940 "
97,uc1.31175000464571,"Goldman, Emma 1869-1940 "
98,uc1.31175003560466,"Goldman, Emma 1869-1940 "
99,uc1.31175003560474,"Goldman, Emma 1869-1940 "
100,uc1.31175003560482,"Goldman, Emma 1869-1940 "
101,umn.31951d00826584d,"Goldman, Emma 1869-1940 "
102,umn.31951p010727463,"Goldman, Emma 1869-1940 "
103,umn.31951p010727463,"Goldman, Emma 1869-1940 "
104,uc1.31210002105359,"Goldman, Emma 1869-1940 "
105,wu.89092546753,"Goldman, Emma 1869-1940 "
106,wu.89092596550,"Goldman, Emma 1869-1940 "
107,uc1.31210002577813,"Goldman, Emma 1869-1940 "
108,uc1.31210002577821,"Goldman, Emma 1869-1940 "
109,uc1.31210002577920,"Goldman, Emma 1869-1940 "
110,uc1.31210002605960,"Goldman, Emma 1869-1940 "
111,uc1.31210002608873,"Goldman, Emma 1869-1940 "
112,uc1.a0008044497,"Goldman, Emma 1869-1940 "
113,uc1.a0008044505,"Goldman, Emma 1869-1940 "
114,uc1.31175003560433,"Goldman, Emma 1869-1940 "
115,uc1.a0008044513,"Goldman, Emma 1869-1940 "
116,uc1.31175003560433,"Goldman, Emma 1869-1940 "
117,uc1.a0008044539,"Goldman, Emma 1869-1940 "
118,uc1.a0008044547,"Goldman, Emma 1869-1940 "
119,coo1.ark:/13960/t2794qz9q,"Goldman, Emma 1869-1940 "
120,uc1.a0008044562,"Goldman, Emma 1869-1940 "
121,uc1.31175003560490,"Goldman, Emma 1869-1940 "
122,uc1.a0008044570,"Goldman, Emma 1869-1940 "
123,uc1.31175003560490,"Goldman, Emma 1869-1940 "
124,uc1.31210002105359,"Goldman, Emma 1869-1940 "
125,uc1.31210002577813,"Goldman, Emma 1869-1940 "
126,uc1.31210002577920,"Goldman, Emma 1869-1940 "
127,uc1.31210002605945,"Goldman, Emma 1869-1940 "
128,uc1.31210002605945,"Goldman, Emma 1869-1940 "
129,uc1.31210002608865,"Goldman, Emma 1869-1940 "
130,uc1.31210002608873,"Goldman, Emma 1869-1940 "
131,uc1.31210002767976,"Goldman, Emma 1869-1940 "
132,uc2.ark:/13960/t4mk6bp54,"Goldman, Emma 1869-1940 "
133,uc1.a0008044489,"Goldman, Emma 1869-1940 "
134,uc1.a0008044562,"Goldman, Emma 1869-1940 "
135,uc1.a0008044570,"Goldman, Emma 1869-1940 "
136,uc1.b003004594,"Goldman, Emma 1869-1940 "
137,umn.31951d00826583f,"Goldman, Emma 1869-1940 "
138,umn.31951d008265877,"Goldman, Emma 1869-1940 "
139,umn.31951d00826593c,"Goldman, Emma 1869-1940 "
140,umn.31951d00826594a,"Goldman, Emma 1869-1940 "
141,wu.89098884141,"Goldman, Emma 1869-1940 "
142,coo1.ark:/13960/t7qn7bc8c,"Goldman, Emma 1869-1940 "
143,hvd.32044014224463,"Goldman, Emma 1869-1940 "
144,umn.31951d00826585b,"Goldman, Emma 1869-1940 "
145,umn.31951d00826585b,"Goldman, Emma 1869-1940 "
146,umn.31951d008265869,"Goldman, Emma 1869-1940 "
147,umn.31951d008265869,"Goldman, Emma 1869-1940 "
148,hvd.hngbdw,"Goldman, Emma 1869-1940 "
149,hvd.hngbef,"Goldman, Emma 1869-1940 "
150,hvd.rsm1sx,"Goldman, Emma 1869-1940 "
151,inu.30000007683729,"Goldman, Emma 1869-1940 "
152,mdp.39015001507931,"Goldman, Emma 1869-1940 "
153,mdp.39015004732155,"Goldman, Emma 1869-1940 "
154,mdp.39015007055653,"Goldman, Emma 1869-1940 "
155,mdp.39015008724661,"Goldman, Emma 1869-1940 "
156,mdp.39015010416447,"Goldman, Emma 1869-1940 "
157,mdp.39015011041657,"Goldman, Emma 1869-1940 "
158,mdp.39015011367250,"Goldman, Emma 1869-1940 "
159,mdp.39015069766791,"Goldman, Emma 1869-1940 "
160,mdp.39015069766981,"Goldman, Emma 1869-1940 "
161,mdp.39076001234264,"Goldman, Emma 1869-1940 "
162,mdp.39076001768287,"Goldman, Emma 1869-1940 "
163,mdp.39076005947614,"Goldman, Emma 1869-1940 "
164,msu.31293010828923,"Goldman, Emma 1869-1940 "
